order_id,city,warehouse,distance_km,delay_probability
ORD00153,Delhi,WH_East,253,0.617544996334445
ORD00154,Chennai,WH_West,283,0.6494389854917246
ORD00158,Delhi,WH_East,280,0.6098600655628013
ORD00159,Mumbai,WH_North,497,0.6233318253650326
ORD00162,Bangalore,WH_North,291,0.66940027992018
ORD00163,Kolkata,WH_East,415,0.7776915973443046
ORD00165,Mumbai,WH_West,82,0.6561572016824698
ORD00166,Hyderabad,WH_North,264,0.6331849142034631
ORD00167,Chennai,WH_South,245,0.6547448890252359
ORD00168,Pune,WH_South,145,0.752999214604177
ORD00170,Chennai,WH_North,167,0.6329408391196932
ORD00171,Delhi,WH_West,240,0.6779719805404898
ORD00172,Mumbai,WH_East,132,0.6466788093890411
ORD00174,Hyderabad,WH_North,454,0.7112082240317578
ORD00176,Bangalore,WH_East,35,0.6841966130411414
ORD00179,Hyderabad,WH_East,25,0.6861318803218289
ORD00181,Chennai,WH_South,206,0.606501555563799
ORD00182,Hyderabad,WH_South,283,0.6232790417898095
ORD00183,Kolkata,WH_South,135,0.7409541739126512
ORD00184,Kolkata,WH_South,420,0.6596473632333345
ORD00185,Mumbai,WH_West,152,0.6849016066590938
ORD00187,Chennai,WH_West,33,0.7467712792656687
ORD00190,Bangalore,WH_West,375,0.6486925168595877
ORD00191,Chennai,WH_North,434,0.6250319375179764
ORD00193,Mumbai,WH_West,361,0.661259113958111
ORD00194,Kolkata,WH_North,344,0.7359741436037259
ORD00196,Delhi,WH_West,129,0.6650005611850537
ORD00198,Hyderabad,WH_South,75,0.6346719695003996
ORD00199,Pune,WH_South,330,0.6174144794912437
ORD00200,Chennai,WH_East,399,0.6951180008619174
ORD00202,Kolkata,WH_East,470,0.8030611696462456
ORD00203,Chennai,WH_South,247,0.6144668914986179
ORD00206,Delhi,WH_North,225,0.6198548014692346
ORD00208,Mumbai,WH_South,451,0.6868543773147385
ORD00210,Kolkata,WH_East,498,0.8083367185850947
ORD00211,Delhi,WH_West,391,0.6758272981688971
ORD00212,Bangalore,WH_South,86,0.6977579370102136
ORD00216,Kolkata,WH_West,14,0.7129018484306271
ORD00219,Kolkata,WH_East,267,0.6202128057155022
ORD00220,Hyderabad,WH_North,149,0.6853108535084536
ORD00222,Bangalore,WH_South,196,0.651036524606072
ORD00223,Mumbai,WH_South,254,0.664221848207779
ORD00224,Hyderabad,WH_East,118,0.7591414565563519
ORD00226,Hyderabad,WH_West,275,0.6703799459868166
ORD00228,Kolkata,WH_South,66,0.7057153762594937
ORD00229,Mumbai,WH_North,233,0.7081758808937125
ORD00230,Hyderabad,WH_North,307,0.6003526797417388
ORD00231,Pune,WH_West,99,0.6822089884610747
ORD00233,Pune,WH_North,197,0.6822907618815502
ORD00235,Hyderabad,WH_West,80,0.6701719726484886
ORD00238,Bangalore,WH_North,87,0.6614779014799588
ORD00239,Kolkata,WH_West,29,0.7114549427664179
ORD00240,Chennai,WH_West,61,0.6068884768950148
ORD00242,Bangalore,WH_East,323,0.7175777941818648
ORD00243,Pune,WH_South,16,0.6568961750964756
ORD00244,Kolkata,WH_South,323,0.6739369571274684
ORD00245,Mumbai,WH_North,337,0.6446978000001877
ORD00246,Delhi,WH_East,96,0.7535128042145567
ORD00247,Chennai,WH_South,5,0.748102771923695
ORD00249,Pune,WH_East,330,0.7004516346133098
ORD00250,Chennai,WH_South,140,0.667677030776496
ORD00251,Mumbai,WH_East,200,0.6441286480364572
ORD00253,Pune,WH_East,477,0.8007440276683863
ORD00255,Pune,WH_North,480,0.6225987243677501
ORD00257,Mumbai,WH_West,283,0.6131928077029393
ORD00260,Bangalore,WH_East,8,0.7143185563364527
ORD00264,Pune,WH_East,25,0.645379948349106
ORD00265,Hyderabad,WH_East,489,0.7471945465833989
ORD00267,Bangalore,WH_West,109,0.612462919436731
ORD00269,Bangalore,WH_South,447,0.6918644931761322
ORD00270,Mumbai,WH_North,267,0.6590992736436974
ORD00272,Mumbai,WH_East,20,0.7722057036175779
ORD00275,Bangalore,WH_South,254,0.71162316889919
ORD00279,Mumbai,WH_North,294,0.6472519009103889
ORD00282,Delhi,WH_North,70,0.6848662024429091
ORD00283,Hyderabad,WH_South,129,0.6819836798642314
ORD00285,Pune,WH_East,91,0.6961898793426785
ORD00286,Hyderabad,WH_East,45,0.6436025407020441
ORD00287,Pune,WH_North,474,0.6982994173016539
ORD00288,Hyderabad,WH_North,190,0.6207664239311851
ORD00290,Hyderabad,WH_East,384,0.6786538936366644
ORD00291,Delhi,WH_South,339,0.6787455633079452
ORD00292,Mumbai,WH_South,270,0.6548431053064827
ORD00293,Pune,WH_South,275,0.6244262468100986
ORD00295,Hyderabad,WH_West,97,0.6485258898493521
ORD00298,Pune,WH_South,21,0.7077488905948315
ORD00300,Kolkata,WH_North,269,0.6381949430549998
ORD00301,Mumbai,WH_East,118,0.7133374664392335
ORD00302,Mumbai,WH_East,296,0.60664347250523
ORD00303,Bangalore,WH_East,461,0.7042734551125405
ORD00305,Hyderabad,WH_West,296,0.6514025539152319
ORD00306,Pune,WH_East,52,0.6786937088445945
ORD00309,Delhi,WH_East,379,0.6435572359207435
ORD00310,Mumbai,WH_South,99,0.6937676795608408
ORD00312,Bangalore,WH_East,78,0.7492730599385062
ORD00313,Chennai,WH_East,340,0.7065817124241485
ORD00314,Bangalore,WH_East,72,0.6728325320989584
ORD00317,Chennai,WH_South,81,0.630801721093667
ORD00318,Hyderabad,WH_West,212,0.6356875265007923
ORD00319,Pune,WH_North,376,0.7203776894161286
ORD00321,Hyderabad,WH_South,225,0.6168362060675685
ORD00323,Bangalore,WH_North,414,0.6003998935462268
ORD00324,Mumbai,WH_South,335,0.6370623395081826
ORD00325,Mumbai,WH_South,348,0.6331233785023858
ORD00329,Kolkata,WH_East,78,0.7486827108753462
ORD00330,Hyderabad,WH_South,129,0.6145065489970744
ORD00331,Mumbai,WH_South,192,0.7315100610069901
ORD00332,Pune,WH_West,258,0.6903685141215483
ORD00333,Pune,WH_West,451,0.7067965459532718
ORD00334,Mumbai,WH_South,325,0.7020768702354995
ORD00336,Delhi,WH_North,239,0.7049835856603535
ORD00338,Mumbai,WH_South,254,0.7111005034842978
ORD00340,Chennai,WH_North,402,0.6040536507278292
ORD00342,Hyderabad,WH_South,76,0.6312623502238125
ORD00343,Mumbai,WH_North,239,0.6466909393989398
ORD00350,Delhi,WH_South,232,0.7039315939305353
ORD00351,Pune,WH_East,326,0.6091108385040848
ORD00352,Chennai,WH_West,350,0.6661219817207465
ORD00355,Kolkata,WH_North,18,0.732730530164088
ORD00360,Kolkata,WH_North,469,0.6190074423496498
ORD00361,Kolkata,WH_West,114,0.7716787165778751
ORD00363,Kolkata,WH_East,328,0.6196871383600161
ORD00366,Chennai,WH_East,171,0.6704816561449626
ORD00369,Bangalore,WH_West,404,0.6790878385909987
ORD00371,Kolkata,WH_East,413,0.7032106405653406
ORD00373,Hyderabad,WH_South,278,0.6858994492518791
ORD00375,Bangalore,WH_East,377,0.6810457205913347
ORD00378,Mumbai,WH_South,43,0.6491135830245303
ORD00381,Delhi,WH_South,285,0.6563442010385446
ORD00382,Bangalore,WH_South,451,0.6826369377743415
ORD00383,Pune,WH_North,484,0.6280333644431587
ORD00384,Hyderabad,WH_East,418,0.661030796520994
ORD00385,Hyderabad,WH_West,433,0.7065311292435488
ORD00389,Bangalore,WH_East,65,0.6356539629468752
ORD00390,Hyderabad,WH_West,104,0.6375659637411141
ORD00391,Bangalore,WH_South,311,0.658716352297288
ORD00394,Mumbai,WH_East,208,0.7422912596430866
ORD00395,Hyderabad,WH_South,262,0.6565902366490345
ORD00396,Bangalore,WH_East,490,0.6965477077376859
ORD00398,Mumbai,WH_West,450,0.7562301418834703
ORD00399,Delhi,WH_West,201,0.6052469927955271
ORD00400,Bangalore,WH_West,184,0.6908105153551503
ORD00401,Pune,WH_West,346,0.6567443134571062
ORD00403,Kolkata,WH_South,447,0.6584484407708464
ORD00404,Kolkata,WH_East,328,0.6320809842226582
ORD00407,Kolkata,WH_North,97,0.6889594150386945
ORD00408,Hyderabad,WH_West,154,0.7004885050088238
ORD00410,Bangalore,WH_East,142,0.7007742308896978
ORD00411,Chennai,WH_South,212,0.6894862506556905
ORD00414,Delhi,WH_North,238,0.6421742194802634
ORD00415,Mumbai,WH_South,65,0.7423208985125193
ORD00416,Bangalore,WH_West,311,0.6965658750514624
ORD00417,Bangalore,WH_West,270,0.7052014306675097
ORD00418,Chennai,WH_West,138,0.6984395519406573
ORD00422,Chennai,WH_South,382,0.6055192471266753
ORD00426,Pune,WH_West,444,0.6859941535274059
ORD00427,Kolkata,WH_North,191,0.661266822957801
ORD00428,Mumbai,WH_West,323,0.6566312995492037
ORD00429,Bangalore,WH_South,371,0.6517566871097658
ORD00431,Mumbai,WH_West,191,0.6047449275590345
ORD00432,Bangalore,WH_South,311,0.6199242452401306
ORD00434,Delhi,WH_South,136,0.6162488881090036
ORD00440,Chennai,WH_East,183,0.7007954068004806
ORD00441,Delhi,WH_East,184,0.7065275467005532
ORD00442,Hyderabad,WH_West,103,0.7170039781000469
ORD00443,Chennai,WH_North,334,0.6688958915628036
ORD00445,Hyderabad,WH_North,424,0.6369448536625977
ORD00446,Delhi,WH_East,74,0.6541372097478696
ORD00447,Pune,WH_North,175,0.6647341862398092
ORD00448,Bangalore,WH_East,370,0.6996807569173782
ORD00449,Chennai,WH_West,276,0.6187904194953886
ORD00452,Delhi,WH_East,23,0.6365754346787041
ORD00453,Pune,WH_North,230,0.6225474717023252
ORD00454,Bangalore,WH_North,477,0.6470154535449327
ORD00455,Kolkata,WH_South,99,0.6270112686690914
ORD00457,Bangalore,WH_South,301,0.7226105307749768
ORD00458,Mumbai,WH_West,85,0.7605168265940666
ORD00460,Bangalore,WH_East,226,0.6879851169815229
ORD00461,Hyderabad,WH_South,107,0.656639111750913
ORD00463,Chennai,WH_South,187,0.6154253750699291
ORD00465,Hyderabad,WH_North,407,0.6136739343724564
ORD00466,Mumbai,WH_North,322,0.6435527821783756
ORD00467,Kolkata,WH_East,359,0.6067209410705788
ORD00468,Pune,WH_North,353,0.6281404001210931
ORD00469,Bangalore,WH_East,447,0.7027496366480438
ORD00470,Delhi,WH_South,325,0.609339227653737
ORD00472,Mumbai,WH_West,32,0.6102653916363256
ORD00477,Bangalore,WH_South,315,0.652003795654962
ORD00479,Hyderabad,WH_South,384,0.700181779892109
ORD00480,Chennai,WH_South,445,0.7209856509739292
ORD00481,Kolkata,WH_North,138,0.6204553956988001
ORD00482,Bangalore,WH_South,133,0.6630272270264516
ORD00483,Bangalore,WH_South,12,0.6450105758284473
ORD00487,Delhi,WH_South,345,0.6743637152691653
ORD00488,Kolkata,WH_West,476,0.6693571987234804
ORD00489,Mumbai,WH_South,285,0.7081224337747872
ORD00492,Hyderabad,WH_East,196,0.7134333593623059
ORD00494,Hyderabad,WH_West,239,0.6344713802269107
ORD00495,Chennai,WH_West,87,0.6401614761210084
ORD00496,Bangalore,WH_North,97,0.6096824623169549
ORD00499,Mumbai,WH_East,316,0.702733534656998
ORD00504,Chennai,WH_South,21,0.7019194988770989
ORD00505,Hyderabad,WH_North,257,0.6835245981825625
ORD00506,Hyderabad,WH_East,449,0.7453814597308063
ORD00507,Pune,WH_East,126,0.7037717785551627
ORD00509,Bangalore,WH_East,14,0.6825539076978159
ORD00510,Bangalore,WH_East,291,0.639277917329636
ORD00511,Mumbai,WH_West,320,0.6891986173397945
ORD00512,Mumbai,WH_South,330,0.6913522175560989
ORD00513,Chennai,WH_West,277,0.6531725747700696
ORD00514,Delhi,WH_West,310,0.6737102938296676
ORD00516,Mumbai,WH_South,214,0.6404078293386221
ORD00517,Kolkata,WH_North,450,0.7437718958496085
ORD00518,Delhi,WH_North,222,0.688841791355783
ORD00519,Chennai,WH_West,245,0.689836595819599
ORD00520,Mumbai,WH_East,378,0.7258537959557109
ORD00522,Hyderabad,WH_East,204,0.6415207087453862
ORD00523,Chennai,WH_West,220,0.7745796851771761
ORD00524,Bangalore,WH_West,209,0.6473223564233913
ORD00525,Bangalore,WH_West,417,0.6307333180398489
ORD00527,Bangalore,WH_West,220,0.6380110938353413
ORD00528,Hyderabad,WH_West,84,0.6605397671126012
ORD00531,Bangalore,WH_East,394,0.6041448630209745
ORD00532,Chennai,WH_South,383,0.6024291073978872
ORD00535,Pune,WH_East,22,0.7749769180804823
ORD00538,Delhi,WH_East,206,0.6996440950899347
ORD00539,Chennai,WH_North,233,0.7108698374240328
ORD00540,Chennai,WH_East,350,0.6436223305825792
ORD00541,Kolkata,WH_South,370,0.6814277550195507
ORD00542,Hyderabad,WH_East,469,0.6561431185440267
ORD00544,Delhi,WH_East,5,0.6956467229355714
ORD00546,Pune,WH_East,221,0.6750291505081408
ORD00547,Delhi,WH_North,38,0.6514162379343525
ORD00549,Chennai,WH_East,270,0.6731533952423457
ORD00552,Bangalore,WH_East,267,0.6764913207004336
ORD00554,Kolkata,WH_South,84,0.6357762398194737
ORD00555,Hyderabad,WH_South,169,0.609534266092846
ORD00556,Kolkata,WH_East,417,0.6197510615776528
ORD00557,Mumbai,WH_East,256,0.6283681833255237
ORD00558,Bangalore,WH_East,16,0.7341299072226006
ORD00559,Hyderabad,WH_East,405,0.6370754350358041
ORD00560,Delhi,WH_East,308,0.7578893714835913
ORD00566,Pune,WH_North,243,0.6557654899564395
ORD00567,Bangalore,WH_West,272,0.6842746837957013
ORD00569,Chennai,WH_South,302,0.6728960855581182
ORD00571,Delhi,WH_East,62,0.6435778954916154
ORD00572,Chennai,WH_East,442,0.7186325125626938
ORD00573,Delhi,WH_West,38,0.6594765924001933
ORD00574,Hyderabad,WH_West,267,0.6754038271976713
ORD00576,Delhi,WH_South,39,0.6530132645635162
ORD00578,Mumbai,WH_West,453,0.64745698210054
ORD00580,Chennai,WH_West,231,0.6615257417971142
ORD00582,Pune,WH_North,238,0.6082665582487701
ORD00584,Chennai,WH_West,255,0.7034910112998237
ORD00585,Pune,WH_East,339,0.6153122975054299
ORD00586,Kolkata,WH_West,90,0.720146731913863
ORD00587,Chennai,WH_South,255,0.6002689655822196
ORD00588,Kolkata,WH_South,394,0.7671379531522489
ORD00590,Mumbai,WH_North,211,0.6113863399180319
ORD00591,Chennai,WH_East,348,0.6806988517492272
ORD00593,Hyderabad,WH_West,75,0.6520247998377576
ORD00594,Kolkata,WH_South,125,0.687939220865156
ORD00595,Kolkata,WH_East,257,0.6298580705814609
ORD00596,Chennai,WH_North,97,0.6308011583473673
ORD00600,Pune,WH_South,292,0.6068494372734978
ORD00601,Kolkata,WH_West,313,0.6596707777898386
ORD00602,Chennai,WH_East,63,0.7986516426055811
ORD00605,Bangalore,WH_North,392,0.62470266360814
ORD00606,Bangalore,WH_North,90,0.6675787622702398
ORD00608,Pune,WH_West,231,0.721264720224255
ORD00609,Hyderabad,WH_West,85,0.6194529135683391
ORD00610,Hyderabad,WH_West,118,0.700458446302033
ORD00612,Kolkata,WH_North,284,0.6009937393858791
ORD00613,Bangalore,WH_South,326,0.6651967307934967
ORD00614,Pune,WH_South,401,0.6551789231870968
ORD00615,Hyderabad,WH_West,322,0.662370222241115
ORD00617,Mumbai,WH_South,403,0.7121065092025696
ORD00619,Chennai,WH_South,391,0.6097386238313601
ORD00620,Pune,WH_North,297,0.6033456713901117
ORD00621,Delhi,WH_West,297,0.6195062728269984
ORD00624,Kolkata,WH_East,451,0.606574651117478
ORD00626,Mumbai,WH_East,184,0.6817945175399791
ORD00627,Bangalore,WH_North,475,0.6084199406987795
ORD00628,Bangalore,WH_South,384,0.646309590317149
ORD00630,Mumbai,WH_North,226,0.7155474925533768
ORD00635,Hyderabad,WH_East,421,0.730273927319463
ORD00636,Pune,WH_North,452,0.7368496974842204
ORD00637,Kolkata,WH_East,158,0.7119936690649042
ORD00639,Kolkata,WH_North,428,0.6906214268727341
ORD00642,Bangalore,WH_West,139,0.6344025928015622
ORD00643,Pune,WH_West,317,0.6652477154617096
ORD00646,Delhi,WH_East,377,0.652143777541458
ORD00647,Bangalore,WH_North,60,0.7079800379002631
ORD00648,Delhi,WH_East,130,0.6693696741636073
ORD00649,Pune,WH_South,163,0.6566957315511556
ORD00650,Kolkata,WH_East,63,0.6114622096727446
ORD00652,Mumbai,WH_East,144,0.7039990776573672
ORD00655,Kolkata,WH_South,112,0.6394956273456898
ORD00656,Mumbai,WH_East,215,0.7366487357415469
ORD00658,Hyderabad,WH_East,78,0.6392492870861788
ORD00664,Chennai,WH_West,237,0.7051285495237972
ORD00665,Kolkata,WH_North,331,0.6426408798223516
ORD00666,Mumbai,WH_East,376,0.6649487790944907
ORD00670,Bangalore,WH_East,207,0.6548041228376337
ORD00672,Mumbai,WH_North,33,0.6832116324044292
ORD00674,Pune,WH_South,97,0.7206952572580576
ORD00675,Delhi,WH_West,333,0.6523898562385636
ORD00676,Pune,WH_South,360,0.6314662101900982
ORD00679,Kolkata,WH_North,215,0.614390801836906
ORD00681,Pune,WH_South,99,0.6539367576100504
ORD00683,Delhi,WH_North,141,0.6476566393596863
ORD00684,Pune,WH_North,241,0.6227512627385363
ORD00685,Chennai,WH_West,357,0.6316239966981078
ORD00686,Kolkata,WH_West,422,0.6229271625585495
ORD00687,Mumbai,WH_South,433,0.6867072826634489
ORD00689,Delhi,WH_South,269,0.6914792184584456
ORD00691,Mumbai,WH_North,148,0.6350609220278787
ORD00692,Chennai,WH_North,23,0.7354172444377276
ORD00696,Kolkata,WH_East,143,0.6805565466429546
ORD00700,Bangalore,WH_North,254,0.7841476839139452
ORD00701,Mumbai,WH_East,302,0.6393004088436921
ORD00705,Pune,WH_South,89,0.7613641393140987
ORD00707,Pune,WH_North,24,0.7333111566895589
ORD00709,Mumbai,WH_East,168,0.6575241972246283
ORD00710,Bangalore,WH_West,96,0.6461843666528888
ORD00712,Pune,WH_South,73,0.6327692204807883
ORD00713,Hyderabad,WH_East,41,0.7685681928210722
ORD00714,Hyderabad,WH_East,257,0.6164666403951368
ORD00715,Delhi,WH_South,256,0.617880037255663
ORD00717,Bangalore,WH_South,359,0.7049700737862308
ORD00718,Bangalore,WH_West,385,0.6838109941553496
ORD00719,Hyderabad,WH_South,172,0.6331966000821285
ORD00720,Bangalore,WH_North,58,0.602157208589755
ORD00721,Kolkata,WH_South,390,0.7383137473713414
ORD00723,Mumbai,WH_South,301,0.6423934968564509
ORD00726,Chennai,WH_South,110,0.6906003237499053
ORD00727,Pune,WH_West,141,0.6977546824097403
ORD00728,Hyderabad,WH_North,194,0.654608291331467
ORD00729,Bangalore,WH_North,132,0.7073941848789163
ORD00731,Bangalore,WH_North,51,0.609755476477089
ORD00732,Kolkata,WH_West,9,0.7203173444872778
ORD00733,Mumbai,WH_East,464,0.6248084724341882
ORD00735,Mumbai,WH_North,304,0.7017380929646039
ORD00736,Bangalore,WH_West,154,0.6708781272856743
ORD00737,Chennai,WH_West,298,0.6965753416837756
ORD00738,Mumbai,WH_North,247,0.638058532214123
ORD00739,Chennai,WH_West,279,0.6396650312564968
ORD00741,Kolkata,WH_South,419,0.7329094400881544
ORD00744,Bangalore,WH_South,347,0.6179199673045157
ORD00745,Bangalore,WH_North,174,0.7697822869667011
ORD00747,Bangalore,WH_North,86,0.6822749121878671
ORD00748,Bangalore,WH_North,158,0.6168759779404105
ORD00749,Delhi,WH_South,145,0.6430817264707145
ORD00751,Hyderabad,WH_North,150,0.6907659883702056
ORD00752,Pune,WH_South,327,0.6067887396961317
ORD00753,Hyderabad,WH_East,126,0.7040893560975567
ORD00755,Pune,WH_South,347,0.6502318758849165
ORD00756,Delhi,WH_West,391,0.7361933235681667
ORD00757,Kolkata,WH_North,315,0.7389132587305529
ORD00758,Bangalore,WH_East,93,0.6808292186373153
ORD00759,Mumbai,WH_South,479,0.6398950926290773
ORD00763,Pune,WH_North,351,0.6299872918473898
ORD00764,Bangalore,WH_South,312,0.6310565312059162
ORD00767,Bangalore,WH_East,386,0.6099001503045826
ORD00769,Delhi,WH_West,76,0.6328054650802752
ORD00773,Mumbai,WH_East,98,0.6223803923546871
ORD00774,Hyderabad,WH_West,377,0.7143118381597676
ORD00776,Chennai,WH_East,441,0.6338770883297407
ORD00777,Bangalore,WH_East,340,0.628965801912518
ORD00778,Chennai,WH_North,156,0.6620072233729352
ORD00781,Mumbai,WH_South,360,0.6465643020746497
ORD00782,Kolkata,WH_North,44,0.7009735809938793
ORD00784,Chennai,WH_West,499,0.7157994546377446
ORD00785,Mumbai,WH_East,66,0.6076011051711655
ORD00786,Hyderabad,WH_West,258,0.6741507808086348
ORD00787,Kolkata,WH_East,458,0.6607438740375844
ORD00789,Kolkata,WH_West,402,0.703628148213786
ORD00790,Bangalore,WH_South,249,0.678435477845497
ORD00792,Kolkata,WH_South,174,0.6447555215440189
ORD00793,Delhi,WH_North,182,0.8046702808952223
ORD00794,Mumbai,WH_South,193,0.6380957299975002
ORD00795,Bangalore,WH_South,264,0.6992594511105962
ORD00799,Delhi,WH_West,21,0.6264564517255803
ORD00801,Pune,WH_East,345,0.6781814952188013
ORD00803,Hyderabad,WH_South,222,0.6808226815938719
ORD00804,Mumbai,WH_North,111,0.6735089909911397
ORD00805,Chennai,WH_South,308,0.6512861857322644
ORD00806,Hyderabad,WH_East,432,0.7100604137130787
ORD00809,Pune,WH_South,468,0.6820147370674731
ORD00811,Kolkata,WH_East,222,0.6309888263392726
ORD00812,Pune,WH_North,377,0.721530797329564
ORD00818,Delhi,WH_North,112,0.7386516783543636
ORD00819,Pune,WH_South,76,0.6613879561874892
ORD00820,Delhi,WH_East,331,0.7493844385851272
ORD00822,Mumbai,WH_South,112,0.6628859724150016
ORD00824,Kolkata,WH_South,402,0.6545823418258405
ORD00825,Chennai,WH_West,276,0.6783277738718735
ORD00828,Delhi,WH_South,333,0.6060009985739423
ORD00829,Kolkata,WH_East,78,0.686772680479432
ORD00832,Hyderabad,WH_South,272,0.6069463886591125
ORD00836,Delhi,WH_West,239,0.6817023125540908
ORD00837,Delhi,WH_West,45,0.6254947145312854
ORD00839,Mumbai,WH_West,161,0.6817890399112586
ORD00840,Mumbai,WH_South,458,0.7239268906865501
ORD00841,Bangalore,WH_North,63,0.74758336026132
ORD00844,Pune,WH_South,196,0.6508969807521736
ORD00846,Bangalore,WH_East,477,0.6440604753274153
ORD00847,Delhi,WH_North,404,0.6505070568119485
ORD00848,Delhi,WH_West,440,0.7059078427839423
ORD00851,Delhi,WH_South,425,0.6728146454151956
ORD00853,Delhi,WH_East,392,0.6742521917401664
ORD00855,Kolkata,WH_East,352,0.6080929220380223
ORD00856,Delhi,WH_West,170,0.6918697567189542
ORD00858,Pune,WH_North,352,0.6552843419106685
